1,0.34945,0.16088,0.80477,1.2845,1.9088,1.5954,1.5245,1.5438,2.0137,0.12211,0.025883,0.64766,0.042672,0.004164,0.52122,1.6499,3.6433,2.5452,2.324,2.3833,4.0548,2.1192,6.9542,4.0606,3.5429,3.6792,8.165,0.045244,18.537,0.44886,0.66701,0.5575,0.53272,0.53947,0.70367,0.20665,0.30708,0.25667,0.24526,0.24837,0.32396
1,1.2533,-0.081091,2.212,2.379,1.5603,1.6923,1.9589,1.4679,1.6786,1.5707,0.0065757,4.8928,1.9684,-0.00053323,10.823,5.6598,2.4346,2.8639,3.8374,2.1546,2.8176,13.465,3.7989,4.8466,7.5172,3.1626,4.7295,-0.2248,30.32,2.9815,1.9555,2.1209,2.455,1.8396,2.1037,-0.19292,-0.12653,-0.13723,-0.15885,-0.11903,-0.13612
1,0.5818,-1.2065,-0.62653,1.5266,1.8084,1.7656,1.013,1.4324,0.88566,0.33849,1.4557,0.39254,0.19693,-1.7564,-0.24593,2.3306,3.2703,3.1174,1.0262,2.0519,0.7844,3.5579,5.9139,5.5041,1.0396,2.9392,0.69471,0.4398,6.2645,0.88819,1.0521,1.0272,0.58938,0.8334,0.51528,-1.8419,-2.1819,-2.1303,-1.2222,-1.7283,-1.0686
1,-0.51314,-0.29277,-1.6913,0.8198,0.42373,0.53505,0.69177,0.90358,1.1904,0.26332,0.085714,2.8604,-0.13512,-0.025095,-4.8378,0.67208,0.17955,0.28628,0.47854,0.81645,1.417,0.55097,0.076082,0.15317,0.33104,0.73773,1.6868,-0.25409,0.1383,-0.42068,-0.21744,-0.27456,-0.35498,-0.46367,-0.61084,-0.24001,-0.12406,-0.15665,-0.20253,-0.26454,-0.34851
1,0.043139,0.37162,0.81489,1.5666,0.81416,1.7187,1.6816,1.5621,0.98972,0.001861,0.1381,0.66405,8.028e-05,0.05132,0.54113,2.4542,0.66285,2.9538,2.8279,2.4401,0.97954,3.8447,0.53967,5.0767,4.7555,3.8117,0.96947,0.013064,5.6991,0.067581,0.035122,0.074142,0.072544,0.067387,0.042695,0.58217,0.30255,0.63869,0.62492,0.5805,0.36779
1,2.1714,-3.0017,-1.3569,1.0294,0.87175,1.0172,0.52,0.44976,0.50047,4.7151,9.0101,1.8413,10.239,-27.046,-2.4985,1.0596,0.75995,1.0347,0.2704,0.20228,0.25047,1.0907,0.66248,1.0525,0.14061,0.090978,0.12536,8.8445,0.10684,2.2352,1.8929,2.2088,1.1291,0.97662,1.0867,-3.0899,-2.6167,-3.0533,-1.5609,-1.35,-1.5023
1,1.7404,-1.5669,0.046715,2.0089,1.8215,1.4285,1.9585,1.4065,1.807,3.029,2.4551,0.0021823,5.2717,-3.8469,0.00010195,4.0355,3.3179,2.0406,3.8358,1.9782,3.2654,8.1069,6.0437,2.9149,7.5125,2.7824,5.9007,-0.12739,26.019,3.4963,3.1702,2.4861,3.4086,2.4479,3.145,-3.1477,-2.8541,-2.2383,-3.0688,-2.2038,-2.8314
1,0.13987,-0.0096382,0.060893,0.86099,1.1081,1.3373,0.75422,0.7511,0.75436,0.019563,9.2895e-05,0.003708,0.0027363,-8.9534e-07,0.00022579,0.7413,1.2279,1.7884,0.56884,0.56415,0.56906,0.63825,1.3607,2.3916,0.42903,0.42373,0.42928,-8.2089e-05,0.54524,0.12043,0.15499,0.18705,0.10549,0.10506,0.10551,-0.0082984,-0.01068,-0.012889,-0.0072693,-0.0072392,-0.0072707
1,-0.96926,2.051,2,2.0776,1.6937,1.6057,1.6067,1.1971,2.0546,0.93946,4.2066,4.0001,-0.91057,8.6277,8.0003,4.3166,2.8686,2.5782,2.5814,1.433,4.2214,8.9682,4.8585,4.1397,4.1476,1.7155,8.6734,-3.9759,22.328,-2.0138,-1.6416,-1.5563,-1.5573,-1.1603,-1.9914,4.2612,3.4738,3.2932,3.2953,2.4552,4.214
1,-0.44304,0.049093,-1.0094,0.64191,0.80018,0.39685,0.44998,0.39016,0.70781,0.19628,0.0024101,1.0188,-0.086962,0.00011832,-1.0284,0.41205,0.64028,0.15749,0.20248,0.15223,0.501,0.2645,0.51234,0.0625,0.09111,0.059394,0.35461,0.021954,0.025331,-0.28439,-0.35451,-0.17582,-0.19936,-0.17286,-0.31359,0.031513,0.039283,0.019483,0.022091,0.019154,0.034749
1,1.1671,-0.74342,0.69561,1.7803,1.7209,1.9954,1.8911,1.6269,1.3682,1.362,0.55268,0.48388,1.5895,-0.41087,0.33659,3.1695,2.9615,3.9814,3.5764,2.6467,1.872,5.6427,5.0965,7.9444,6.7636,4.3057,2.5613,-0.60352,25.734,2.0777,2.0084,2.3287,2.2071,1.8986,1.5968,-1.3235,-1.2794,-1.4834,-1.4059,-1.2094,-1.0172
1,-0.75005,0.87213,0.13457,1.6725,1.3209,1.9412,1.5571,1.6026,1.6867,0.56257,0.76061,0.018108,-0.42196,0.66335,0.0024367,2.7973,1.7448,3.7681,2.4245,2.5685,2.8449,4.6786,2.3048,7.3146,3.7751,4.1163,4.7984,-0.088025,18.051,-1.2545,-0.99076,-1.456,-1.1679,-1.2021,-1.2651,1.4587,1.152,1.6929,1.358,1.3977,1.471
1,-0.29398,0.49546,0.51352,1.0365,1.7542,1.2258,1.6751,1.5591,1.0788,0.086422,0.24548,0.26371,-0.025406,0.12163,0.13542,1.0743,3.0773,1.5027,2.8059,2.4307,1.1639,1.1135,5.3982,1.842,4.7001,3.7896,1.2556,-0.074797,6.2796,-0.30471,-0.5157,-0.36036,-0.49243,-0.45833,-0.31715,0.51355,0.86915,0.60735,0.82994,0.77246,0.53452
1,-0.6092,0.77717,-0.031704,0.50662,1.0807,0.55598,1.1381,1.1885,0.97347,0.37113,0.60399,0.0010051,-0.22609,0.4694,-3.1867e-05,0.25666,1.1678,0.30912,1.2953,1.4126,0.94765,0.13003,1.262,0.17187,1.4743,1.6789,0.92251,0.01501,0.40083,-0.30863,-0.65834,-0.33871,-0.69335,-0.72405,-0.59304,0.39373,0.83986,0.43209,0.88452,0.92368,0.75655
1,-0.11851,0.10861,-0.071988,1.6226,1.6125,1.3724,1.5502,1.3959,1.1182,0.014044,0.011796,0.0051823,-0.0016644,0.0012812,-0.00037306,2.6327,2.6003,1.8835,2.403,1.9486,1.2503,4.2718,4.193,2.5848,3.7251,2.72,1.3981,0.00092658,8.6885,-0.19229,-0.1911,-0.16264,-0.18371,-0.16543,-0.13251,0.17623,0.17514,0.14906,0.16837,0.15161,0.12145
1,-0.83165,-1.1701,-3.5166,1.9708,1.2084,1.0953,1.115,1.3839,1.7423,0.69164,1.3692,12.366,-0.5752,-1.6022,-43.487,3.8842,1.4602,1.1997,1.2433,1.9152,3.0356,7.6551,1.7645,1.3141,1.3863,2.6505,5.2889,-3.4221,7.0132,-1.639,-1.005,-0.91092,-0.92731,-1.1509,-1.449,-2.3062,-1.414,-1.2817,-1.3047,-1.6194,-2.0387
1,1.7087,-2.6928,-1.5177,1.409,0.91194,0.58965,0.64491,1.0914,1.2954,2.9197,7.2514,2.3034,4.9889,-19.527,-3.4958,1.9853,0.83163,0.34769,0.41591,1.1911,1.6781,2.7973,0.7584,0.20502,0.26822,1.2999,2.1739,6.9834,0.69081,2.4076,1.5582,1.0076,1.102,1.8648,2.2135,-3.7942,-2.4557,-1.5878,-1.7366,-2.9389,-3.4884
1,0.54747,-0.44846,0.1123,1.2509,1.1839,1.5373,1.2135,1.8481,1.5228,0.29972,0.20111,0.012611,0.16409,-0.090191,0.0014163,1.5648,1.4017,2.3634,1.4726,3.4156,2.3189,1.9573,1.6596,3.6334,1.787,6.3124,3.5313,-0.027572,7.7757,0.68483,0.64817,0.84165,0.66435,1.0118,0.83369,-0.56098,-0.53095,-0.68943,-0.54421,-0.8288,-0.68291
